phenotype,property,value
http://purl.obolibrary.org/obo/HP_0010787,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Genital neoplasia
http://purl.obolibrary.org/obo/HP_0010788,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Testicular neoplasia
http://purl.obolibrary.org/obo/HP_0000030,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,"Gonadoblastoma, male"
http://purl.obolibrary.org/obo/HP_0100619,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Sertoli cell neoplasia
http://purl.obolibrary.org/obo/HP_0010784,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Uterine neoplasia
http://purl.obolibrary.org/obo/HP_0100650,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Vaginal neoplasia
http://purl.obolibrary.org/obo/HP_0100615,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Ovarian neoplasia
http://purl.obolibrary.org/obo/HP_0010786,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Urinary tract neoplasia
http://purl.obolibrary.org/obo/HP_0009726,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Renal neoplasia
http://purl.obolibrary.org/obo/HP_0009725,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Bladder tumor
http://purl.obolibrary.org/obo/HP_0100516,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,"ureter, cancer of"
http://purl.obolibrary.org/obo/HP_0100516,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Neoplasia of the ureters
http://purl.obolibrary.org/obo/HP_0100517,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Neoplasia of the urethra
http://purl.obolibrary.org/obo/HP_0000078,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Abnormality of the reproductive system
http://purl.obolibrary.org/obo/HP_0000044,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Isolated hypogonadotropic hypogonadism
http://purl.obolibrary.org/obo/HP_0012874,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Abnormal male genital system physiology
http://purl.obolibrary.org/obo/HP_0008669,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Abnormal sperm development
http://purl.obolibrary.org/obo/HP_0030012,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Abnormal female genital system physiology
http://purl.obolibrary.org/obo/HP_0000140,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Menstrual abnormalities
http://purl.obolibrary.org/obo/HP_0031067,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Empty follicle syndrome
http://purl.obolibrary.org/obo/HP_0008726,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Hypoplastic vagina
http://purl.obolibrary.org/obo/HP_0000137,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Ovarian disease
http://purl.obolibrary.org/obo/HP_0012887,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Serous ovarian cyst
http://purl.obolibrary.org/obo/HP_0000147,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Polycystic ovary disease
http://purl.obolibrary.org/obo/HP_0008724,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Hypoplastic ovary
http://purl.obolibrary.org/obo/HP_0010463,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Bilateral absent ovaries
http://purl.obolibrary.org/obo/HP_0010463,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Aplasia of the ovaries
http://purl.obolibrary.org/obo/HP_0003762,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Double uterus
http://purl.obolibrary.org/obo/HP_0030712,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Asherman syndrome
http://purl.obolibrary.org/obo/HP_0030158,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Cervical erosion
http://purl.obolibrary.org/obo/HP_0008655,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Absent or rudimentary fallopian tubes
http://purl.obolibrary.org/obo/HP_0008697,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Rudimentary fallopian tubes
http://purl.obolibrary.org/obo/HP_0008723,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Xy female gonadal dysgenesis
http://purl.obolibrary.org/obo/HP_0008743,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Subcoronal hypospadias
http://purl.obolibrary.org/obo/HP_0012870,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Testicular regression syndrome
http://purl.obolibrary.org/obo/HP_0010957,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Posterior urethral valves
http://purl.obolibrary.org/obo/HP_0000061,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Ambiguous genitalia due to virilization
http://purl.obolibrary.org/obo/HP_0030258,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Penile melanosis
http://purl.obolibrary.org/obo/HP_0000012,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Urgency frequency syndrome
http://purl.obolibrary.org/obo/HP_0000012,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Overactive bladder syndrome
http://purl.obolibrary.org/obo/HP_0100518,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Dull burning sensation with urination
http://purl.obolibrary.org/obo/HP_0000075,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Supernumerary kidney
http://purl.obolibrary.org/obo/HP_0000108,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Renal corticomedullary cystic disease
http://purl.obolibrary.org/obo/HP_0008659,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Medullary sponge kidney disease
http://purl.obolibrary.org/obo/HP_0008659,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Medullary cystic disease
http://purl.obolibrary.org/obo/HP_0000794,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,IgA nephropathy
http://purl.obolibrary.org/obo/HP_0012576,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,C3 nephropathy
http://purl.obolibrary.org/obo/HP_0004746,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Dense deposit disease
http://purl.obolibrary.org/obo/HP_0004746,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Membranoproliferative glomerulonephritis type II
http://purl.obolibrary.org/obo/HP_0100611,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Glomerulocystic kidney disease
http://purl.obolibrary.org/obo/HP_0001969,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Tubulointerstitial nephropathy
http://purl.obolibrary.org/obo/HP_0005576,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Tubulointerstitial scarring
http://purl.obolibrary.org/obo/HP_0000105,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Large kidney
http://purl.obolibrary.org/obo/HP_0100581,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Megacalicosis
http://purl.obolibrary.org/obo/HP_0000107,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Cystic kidneys
http://purl.obolibrary.org/obo/HP_0000107,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Renal cysts
http://purl.obolibrary.org/obo/HP_0000107,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Cystic kidney disease
http://purl.obolibrary.org/obo/HP_0000113,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Polycystic kidney disease
http://purl.obolibrary.org/obo/HP_0008672,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Calcium oxalate urolithiasis
http://purl.obolibrary.org/obo/HP_0012580,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Calcium phosphate urolithiasis
http://purl.obolibrary.org/obo/HP_0005563,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Decreased numbers of glomeruli
http://purl.obolibrary.org/obo/HP_0000121,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Increased calcium level in kidney
http://purl.obolibrary.org/obo/HP_0012622,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,"Renal failure, progressive"
http://purl.obolibrary.org/obo/HP_0012622,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Loss of renal function
http://purl.obolibrary.org/obo/HP_0012622,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,"Renal insufficiency, progressive"
http://purl.obolibrary.org/obo/HP_0012622,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Progressive renal insufficiency
http://purl.obolibrary.org/obo/HP_0012622,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Progressive renal failure
http://purl.obolibrary.org/obo/HP_0003774,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,"Renal failure, endstage"
http://purl.obolibrary.org/obo/HP_0000124,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Renal tubular disease
http://purl.obolibrary.org/obo/HP_0000072,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Uroureter
http://purl.obolibrary.org/obo/HP_0000818,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Endocrine system disease
http://purl.obolibrary.org/obo/HP_0011744,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,ACTH-dependent hypercortisolemia
http://purl.obolibrary.org/obo/HP_0001579,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,ACTH-independent hypercortisolemia
http://purl.obolibrary.org/obo/HP_0008163,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Hypocortisolism
http://purl.obolibrary.org/obo/HP_0011043,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Abnormality of circulating adrenocorticotropic hormone level
http://purl.obolibrary.org/obo/HP_0011043,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Abnormality of circulating adrenocorticotropin level
http://purl.obolibrary.org/obo/HP_0011043,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Abnormality of circulating ACTH level
http://purl.obolibrary.org/obo/HP_0011747,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Pituitary disease
http://purl.obolibrary.org/obo/HP_0010627,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Hypoplasia of the pituitary gland
http://purl.obolibrary.org/obo/HP_0000834,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Adrenal gland disease
http://purl.obolibrary.org/obo/HP_0011738,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Corticotropin-releasing hormone receptor (CRHR) resistance
http://purl.obolibrary.org/obo/HP_0008207,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Addison's disease
http://purl.obolibrary.org/obo/HP_0008207,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Addison disease
http://purl.obolibrary.org/obo/HP_0011739,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Glucocorticoid-remediable familial primary aldosteronism
http://purl.obolibrary.org/obo/HP_0011739,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Familial primary hyperaldosteronism type 1
http://purl.obolibrary.org/obo/HP_0011740,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Familial primary hyperaldosteronism type 2
http://purl.obolibrary.org/obo/HP_0000841,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Increased plasma renin activity
http://purl.obolibrary.org/obo/HP_0031218,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,SIADH
http://purl.obolibrary.org/obo/HP_0031218,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Syndrome of inappropriate antidiuretic hormone secretion
http://purl.obolibrary.org/obo/HP_0100570,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Carcinoid tumors
http://purl.obolibrary.org/obo/HP_0002886,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Glomus vagale paraganglioma
http://purl.obolibrary.org/obo/HP_0100031,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Neoplasia of the thyroid gland
http://purl.obolibrary.org/obo/HP_0000820,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Thyroid disease
http://purl.obolibrary.org/obo/HP_0008191,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Athyroidal hypothyroidism
http://purl.obolibrary.org/obo/HP_0000828,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Parathyroid disease
http://purl.obolibrary.org/obo/HP_0040064,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Dysmelia
http://purl.obolibrary.org/obo/HP_0002984,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Radial ray hypoplasia
http://purl.obolibrary.org/obo/HP_0003982,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Absent ulnae
http://purl.obolibrary.org/obo/HP_0004279,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Short palms
http://purl.obolibrary.org/obo/HP_0004279,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Short hands
http://purl.obolibrary.org/obo/HP_0004279,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Hypoplastic hands
http://purl.obolibrary.org/obo/HP_0010049,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Short metacarpal bones
http://purl.obolibrary.org/obo/HP_0010038,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Hypoplastic 2nd metacarpal
http://purl.obolibrary.org/obo/HP_0006118,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Brachytelephalangy
http://purl.obolibrary.org/obo/HP_0200113,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,"Aphalangy, hands and feet"
http://purl.obolibrary.org/obo/HP_0009659,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Aplasia of the phalanges of the thumb
http://purl.obolibrary.org/obo/HP_0011835,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Absent scaphoid bone
http://purl.obolibrary.org/obo/HP_0200055,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Small hands
http://purl.obolibrary.org/obo/HP_0009802,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Absent finger bone of the hand
http://purl.obolibrary.org/obo/HP_0003083,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Dislocated radial heads
http://purl.obolibrary.org/obo/HP_0001216,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Delayed maturation of wrist bone
http://purl.obolibrary.org/obo/HP_0006069,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Severe delay in maturation of wrist bone
http://purl.obolibrary.org/obo/HP_0012453,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Bilateral wrist contracture
http://purl.obolibrary.org/obo/HP_0012454,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Unilateral wrist contracture
http://purl.obolibrary.org/obo/HP_0009183,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Fifth finger camptodactyly
http://purl.obolibrary.org/obo/HP_0009183,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,5th finger camptodactyly
http://purl.obolibrary.org/obo/HP_0004278,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Fused hand bones
http://purl.obolibrary.org/obo/HP_0009244,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Fusion of the terminal and middle phalanges of the 5th finger
http://purl.obolibrary.org/obo/HP_0003893,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Advanced maturation of the humeral epiphyses
http://purl.obolibrary.org/obo/HP_0003894,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Delayed maturation of the end part of the long bone in upper arm
http://purl.obolibrary.org/obo/HP_0003897,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Irregular maturation of the end part of the long bone in upper arm
http://purl.obolibrary.org/obo/HP_0003840,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Delayed maturation fo the end part of the upper limb bone
http://purl.obolibrary.org/obo/HP_0009155,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Angel-shaped epiphysis of the proximal phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0009155,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Cone-shaped epiphysis of the proximal phalanx of the little finger
http://purl.obolibrary.org/obo/HP_0009157,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Ivory epiphysis of the proximal phalanx of the little finger
http://purl.obolibrary.org/obo/HP_0006059,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Metacarpal cone-shaped epiphyses
http://purl.obolibrary.org/obo/HP_0003911,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Flared humerus
http://purl.obolibrary.org/obo/HP_0004195,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Lytic defects of the phalanges of the ring finger
http://purl.obolibrary.org/obo/HP_0004018,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Broadening of the distal radius
http://purl.obolibrary.org/obo/HP_0003993,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Wide ulna
http://purl.obolibrary.org/obo/HP_0001187,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Hyperextensible fingers
http://purl.obolibrary.org/obo/HP_0009942,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Duplicated thumb
http://purl.obolibrary.org/obo/HP_0006159,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Central hand polydactyly
http://purl.obolibrary.org/obo/HP_0009858,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Triangular shaped innermost finger bone
http://purl.obolibrary.org/obo/HP_0009835,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Small or absent distal phalanges
http://purl.obolibrary.org/obo/HP_0001182,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Tapered fingers
http://purl.obolibrary.org/obo/HP_0006109,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Aplasia of the interphalangeal creases
http://purl.obolibrary.org/obo/HP_0009005,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Intrinsic hand muscles weakness
http://purl.obolibrary.org/obo/HP_0004283,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Narrow hands
http://purl.obolibrary.org/obo/HP_0010660,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Abnormal maturation of the hand bones
http://purl.obolibrary.org/obo/HP_0004274,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Deficient maturation of hand bones
http://purl.obolibrary.org/obo/HP_0004052,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Delayed maturation of the hand bones
http://purl.obolibrary.org/obo/HP_0004051,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Advanced maturation of the hand bones
http://purl.obolibrary.org/obo/HP_0004051,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Accelerated maturation of hand bones
http://purl.obolibrary.org/obo/HP_0004280,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Irregular maturation of hand bones
http://purl.obolibrary.org/obo/HP_0005632,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Absent forearms
http://purl.obolibrary.org/obo/HP_0003691,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Scapular weakness
http://purl.obolibrary.org/obo/HP_0010185,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Hypoplasia/agenesis of distal phalanges of toes
http://purl.obolibrary.org/obo/HP_0010743,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Short metatarsal bones
http://purl.obolibrary.org/obo/HP_0004689,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Short fourth metatarsals
http://purl.obolibrary.org/obo/HP_0001991,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Absent/hypoplastic toes
http://purl.obolibrary.org/obo/HP_0010760,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Absent toes
http://purl.obolibrary.org/obo/HP_0010760,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Aplasia of the toes
http://purl.obolibrary.org/obo/HP_0007340,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Leg weakness
http://purl.obolibrary.org/obo/HP_0001763,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Dropped arches
http://purl.obolibrary.org/obo/HP_0001763,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Fallen arches
http://purl.obolibrary.org/obo/HP_0008369,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Abnormal maturation of ankle bones
http://purl.obolibrary.org/obo/HP_0008108,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Accelerated ankle bone maturation
http://purl.obolibrary.org/obo/HP_0008134,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Irregular ankle bone maturation
http://purl.obolibrary.org/obo/HP_0008103,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Delayed ankle bone maturation
http://purl.obolibrary.org/obo/HP_0008142,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Delayed heel bone maturation
http://purl.obolibrary.org/obo/HP_0001830,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Fibular polydactyly
http://purl.obolibrary.org/obo/HP_0100760,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Clubbed toes
http://purl.obolibrary.org/obo/HP_0011918,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,4th toe clinodactyly
http://purl.obolibrary.org/obo/HP_0001845,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Crossover toe
http://purl.obolibrary.org/obo/HP_0008371,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Abnormal maturation of long bone of foot
http://purl.obolibrary.org/obo/HP_0001783,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Broad metatarsals
http://purl.obolibrary.org/obo/HP_0001783,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Widened metatarsal shaft
http://purl.obolibrary.org/obo/HP_0001840,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Intoe
http://purl.obolibrary.org/obo/HP_0001883,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Talipes foot deformities
http://purl.obolibrary.org/obo/HP_0001772,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Equinovalgus deformity
http://purl.obolibrary.org/obo/HP_0010675,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Abnormal maturation of foot bones
http://purl.obolibrary.org/obo/HP_0010675,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Abnormal ossification involving bones of the feet
http://purl.obolibrary.org/obo/HP_0005743,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Coxa plana
http://purl.obolibrary.org/obo/HP_0005743,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Morbus Legg-Calve-Perthes
http://purl.obolibrary.org/obo/HP_0005743,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Legg-Perthes disease
http://purl.obolibrary.org/obo/HP_0005743,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Legg-Calve-Perthes syndrome
http://purl.obolibrary.org/obo/HP_0005041,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Irregular capital femoral epiphyses
http://purl.obolibrary.org/obo/HP_0200101,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Decreased or absent ankle reflexes
http://purl.obolibrary.org/obo/HP_0009107,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Abnormal maturation of thigh bone head and neck
http://purl.obolibrary.org/obo/HP_0008829,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Delayed maturation of the head of the thigh bone
http://purl.obolibrary.org/obo/HP_0008812,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Flattened femoral heads
http://purl.obolibrary.org/obo/HP_0002673,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Coxa valga deformity
http://purl.obolibrary.org/obo/HP_0008819,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Narrow femoral necks
http://purl.obolibrary.org/obo/HP_0100559,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Leg length discrepancy
http://purl.obolibrary.org/obo/HP_0001384,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Abnormality of the hip joints
http://purl.obolibrary.org/obo/HP_0006454,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Delayed bone maturation of the knee cap
http://purl.obolibrary.org/obo/HP_0010497,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Sympodia
http://purl.obolibrary.org/obo/HP_0011927,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Very short digits
http://purl.obolibrary.org/obo/HP_0100260,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Insertional polydactyly
http://purl.obolibrary.org/obo/HP_0031016,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Zebra stripe sign
http://purl.obolibrary.org/obo/HP_0001250,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Epilepsy
http://purl.obolibrary.org/obo/HP_0002123,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,"Myoclonic epilepsy, progressive"
http://purl.obolibrary.org/obo/HP_0010818,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Hypertonic seizures
http://purl.obolibrary.org/obo/HP_0011097,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,West syndrome
http://purl.obolibrary.org/obo/HP_0010819,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Sudden loss of muscle tone
http://purl.obolibrary.org/obo/HP_0010819,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Hypotonic seizures
http://purl.obolibrary.org/obo/HP_0001300,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Parkinsonian disease
http://purl.obolibrary.org/obo/HP_0002548,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Favorable response to levodopa
http://purl.obolibrary.org/obo/HP_0002267,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Hyperekplexia
http://purl.obolibrary.org/obo/HP_0011445,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Dyskinetic cerebral palsy
http://purl.obolibrary.org/obo/HP_0001310,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Abnormal finger chase test
http://purl.obolibrary.org/obo/HP_0001310,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Abnormal finger-nose-finger test
http://purl.obolibrary.org/obo/HP_0002186,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Apraxias
http://purl.obolibrary.org/obo/HP_0000657,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Defective or absent horizontal voluntary eye movements
http://purl.obolibrary.org/obo/HP_0001276,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Muscle hypertonia
http://purl.obolibrary.org/obo/HP_0200072,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,"Quadriplegia, episodic"
http://purl.obolibrary.org/obo/HP_0010546,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,Twitching
